year,bedrooms,property_type,location,avg_rent
2012,1 to 3 bed,All property types,"Churchtown, Dublin 14",1204.18
2012,1 to 3 bed,All property types,Dublin 16,1096.85
2012,1 to 3 bed,All property types,"Dundrum, Dublin 16",1162.63
2012,1 to 3 bed,All property types,Dublin 18,1132.8
2012,1 to 3 bed,All property types,"Cabinteely, Dublin 18",1090.67
2012,1 to 3 bed,All property types,"Carrickmines, Dublin 18",1107.93
2012,1 to 3 bed,All property types,"Leopardstown, Dublin 18",1198.42
2012,1 to 3 bed,All property types,"Sandyford, Dublin 18",1129.4
2012,1 to 3 bed,Detached house,Dublin,1194.81
2012,1 to 3 bed,Detached house,"Shankill, Dublin",
2012,1 to 3 bed,Detached house,"Stillorgan, Dublin",
2012,1 to 3 bed,Detached house,Dublin 2,
2012,1 to 3 bed,Detached house,"Charlemont Street, Dublin 2",
2012,1 to 3 bed,Detached house,Dublin 6,1362.6
2012,1 to 3 bed,Detached house,"Milltown, Dublin 6",
2012,1 to 3 bed,Detached house,"Ranelagh, Dublin 6",
2012,1 to 3 bed,Detached house,Dublin 14,1250.09
2012,1 to 3 bed,Detached house,"Churchtown, Dublin 14",
2012,1 to 3 bed,Detached house,Dublin 16,
2012,1 to 3 bed,Detached house,"Dundrum, Dublin 16",
2012,1 to 3 bed,Detached house,Dublin 18,1353.06
2012,1 to 3 bed,Detached house,"Cabinteely, Dublin 18",
2012,1 to 3 bed,Detached house,"Carrickmines, Dublin 18",
2012,1 to 3 bed,Detached house,"Leopardstown, Dublin 18",
2012,1 to 3 bed,Detached house,"Sandyford, Dublin 18",
2012,1 to 3 bed,Semi detached house,Dublin,1072.69
2012,1 to 3 bed,Semi detached house,"Shankill, Dublin",1112.71
2012,1 to 3 bed,Semi detached house,"Stillorgan, Dublin",1320.34
2012,1 to 3 bed,Semi detached house,Dublin 2,
2012,1 to 3 bed,Semi detached house,"Charlemont Street, Dublin 2",
2012,1 to 3 bed,Semi detached house,Dublin 6,1226.27
2012,1 to 3 bed,Semi detached house,"Milltown, Dublin 6",
2012,1 to 3 bed,Semi detached house,"Ranelagh, Dublin 6",1194.45
2012,1 to 3 bed,Semi detached house,Dublin 14,1306.77
2012,1 to 3 bed,Semi detached house,"Churchtown, Dublin 14",1319.13
2012,1 to 3 bed,Semi detached house,Dublin 16,1155.41
2012,1 to 3 bed,Semi detached house,"Dundrum, Dublin 16",1262.44
2012,1 to 3 bed,Semi detached house,Dublin 18,1254.86
2012,1 to 3 bed,Semi detached house,"Cabinteely, Dublin 18",1264.24
2012,1 to 3 bed,Semi detached house,"Carrickmines, Dublin 18",
2012,1 to 3 bed,Semi detached house,"Leopardstown, Dublin 18",1241.5
2012,1 to 3 bed,Semi detached house,"Sandyford, Dublin 18",1205.88
2012,1 to 3 bed,Terrace house,Dublin,1047.36
2012,1 to 3 bed,Terrace house,"Shankill, Dublin",
2012,1 to 3 bed,Terrace house,"Stillorgan, Dublin",1276.41
2012,1 to 3 bed,Terrace house,Dublin 2,1828.39
2012,1 to 3 bed,Terrace house,"Charlemont Street, Dublin 2",
2012,1 to 3 bed,Terrace house,Dublin 6,1274.18
2012,1 to 3 bed,Terrace house,"Milltown, Dublin 6",1296.77
2012,1 to 3 bed,Terrace house,"Ranelagh, Dublin 6",1541.22
2012,1 to 3 bed,Terrace house,Dublin 14,1216.14
2012,1 to 3 bed,Terrace house,"Churchtown, Dublin 14",1236.1
2012,1 to 3 bed,Terrace house,Dublin 16,1088.76
2012,1 to 3 bed,Terrace house,"Dundrum, Dublin 16",1211.08
2012,1 to 3 bed,Terrace house,Dublin 18,1255.66
2012,1 to 3 bed,Terrace house,"Cabinteely, Dublin 18",
2012,1 to 3 bed,Terrace house,"Carrickmines, Dublin 18",
2012,1 to 3 bed,Terrace house,"Leopardstown, Dublin 18",
2012,1 to 3 bed,Terrace house,"Sandyford, Dublin 18",
2012,1 to 3 bed,Apartment,Dublin,1012.1
2012,1 to 3 bed,Apartment,"Shankill, Dublin",979.64
2012,1 to 3 bed,Apartment,"Stillorgan, Dublin",1171.3
2012,1 to 3 bed,Apartment,Dublin 2,1183.53
2012,1 to 3 bed,Apartment,"Charlemont Street, Dublin 2",1233.21
2012,1 to 3 bed,Apartment,Dublin 6,1057.06
2012,1 to 3 bed,Apartment,"Milltown, Dublin 6",1304.01
2012,1 to 3 bed,Apartment,"Ranelagh, Dublin 6",1049.07
2012,1 to 3 bed,Apartment,Dublin 14,1121.42
2012,1 to 3 bed,Apartment,"Churchtown, Dublin 14",1157.5
2012,1 to 3 bed,Apartment,Dublin 16,1084.63
2012,1 to 3 bed,Apartment,"Dundrum, Dublin 16",1156.06
2012,1 to 3 bed,Apartment,Dublin 18,1114.81
2012,1 to 3 bed,Apartment,"Cabinteely, Dublin 18",1061.72
2012,1 to 3 bed,Apartment,"Carrickmines, Dublin 18",1074.51
2012,1 to 3 bed,Apartment,"Leopardstown, Dublin 18",1184.43
2012,1 to 3 bed,Apartment,"Sandyford, Dublin 18",1130.47
2012,1 to 3 bed,Other flats,Dublin,630.95
2012,1 to 3 bed,Other flats,"Shankill, Dublin",
2012,1 to 3 bed,Other flats,"Stillorgan, Dublin",
2012,1 to 3 bed,Other flats,Dublin 2,859.28
2012,1 to 3 bed,Other flats,"Charlemont Street, Dublin 2",
2012,1 to 3 bed,Other flats,Dublin 6,637.39
2012,1 to 3 bed,Other flats,"Milltown, Dublin 6",
2012,1 to 3 bed,Other flats,"Ranelagh, Dublin 6",639.68
2012,1 to 3 bed,Other flats,Dublin 14,807.73
2012,1 to 3 bed,Other flats,"Churchtown, Dublin 14",
2012,1 to 3 bed,Other flats,Dublin 16,
2012,1 to 3 bed,Other flats,"Dundrum, Dublin 16",
2012,1 to 3 bed,Other flats,Dublin 18,781.94
2012,1 to 3 bed,Other flats,"Cabinteely, Dublin 18",
2012,1 to 3 bed,Other flats,"Carrickmines, Dublin 18",
2012,1 to 3 bed,Other flats,"Leopardstown, Dublin 18",
2012,1 to 3 bed,Other flats,"Sandyford, Dublin 18",
2012,Four plus bed,All property types,Dublin,1560.66
2012,Four plus bed,All property types,"Shankill, Dublin",1480.26
2012,Four plus bed,All property types,"Stillorgan, Dublin",1736.21
2012,Four plus bed,All property types,Dublin 2,1623.0
2012,Four plus bed,All property types,"Charlemont Street, Dublin 2",
2012,Four plus bed,All property types,Dublin 6,1943.19
2012,Four plus bed,All property types,"Milltown, Dublin 6",
2012,Four plus bed,All property types,"Ranelagh, Dublin 6",2061.76
2012,Four plus bed,All property types,Dublin 14,1770.58
2012,Four plus bed,All property types,"Churchtown, Dublin 14",1761.27
2012,Four plus bed,All property types,Dublin 16,1387.36
2012,Four plus bed,All property types,"Dundrum, Dublin 16",1665.92
2012,Four plus bed,All property types,Dublin 18,1779.74
2012,Four plus bed,All property types,"Cabinteely, Dublin 18",1641.4
2012,Four plus bed,All property types,"Carrickmines, Dublin 18",
2012,Four plus bed,All property types,"Leopardstown, Dublin 18",1557.7
2012,Four plus bed,All property types,"Sandyford, Dublin 18",1473.04
2012,Four plus bed,Detached house,Dublin,1794.08
2012,Four plus bed,Detached house,"Shankill, Dublin",
2012,Four plus bed,Detached house,"Stillorgan, Dublin",1790.53
2012,Four plus bed,Detached house,Dublin 2,
2012,Four plus bed,Detached house,"Charlemont Street, Dublin 2",
2012,Four plus bed,Detached house,Dublin 6,1947.4
2012,Four plus bed,Detached house,"Milltown, Dublin 6",
2012,Four plus bed,Detached house,"Ranelagh, Dublin 6",
2012,Four plus bed,Detached house,Dublin 14,2042.33
2012,Four plus bed,Detached house,"Churchtown, Dublin 14",
2012,Four plus bed,Detached house,Dublin 16,1523.75
2012,Four plus bed,Detached house,"Dundrum, Dublin 16",
2012,Four plus bed,Detached house,Dublin 18,2123.14
2012,Four plus bed,Detached house,"Cabinteely, Dublin 18",
2012,Four plus bed,Detached house,"Carrickmines, Dublin 18",
2012,Four plus bed,Detached house,"Leopardstown, Dublin 18",
2012,Four plus bed,Detached house,"Sandyford, Dublin 18",
2012,Four plus bed,Semi detached house,Dublin,1422.71
2012,Four plus bed,Semi detached house,"Shankill, Dublin",
2012,Four plus bed,Semi detached house,"Stillorgan, Dublin",1774.57
2012,Four plus bed,Semi detached house,Dublin 2,
2012,Four plus bed,Semi detached house,"Charlemont Street, Dublin 2",
2012,Four plus bed,Semi detached house,Dublin 6,1998.58
2012,Four plus bed,Semi detached house,"Milltown, Dublin 6",
2012,Four plus bed,Semi detached house,"Ranelagh, Dublin 6",2111.14
2012,Four plus bed,Semi detached house,Dublin 14,1671.43
2012,Four plus bed,Semi detached house,"Churchtown, Dublin 14",
2012,Four plus bed,Semi detached house,Dublin 16,1355.64
2012,Four plus bed,Semi detached house,"Dundrum, Dublin 16",1624.62
2012,Four plus bed,Semi detached house,Dublin 18,1561.31
2012,Four plus bed,Semi detached house,"Cabinteely, Dublin 18",
2012,Four plus bed,Semi detached house,"Carrickmines, Dublin 18",
2012,Four plus bed,Semi detached house,"Leopardstown, Dublin 18",1530.0
2012,Four plus bed,Semi detached house,"Sandyford, Dublin 18",1461.3
2012,Four plus bed,Terrace house,Dublin,1519.0
2012,Four plus bed,Terrace house,"Shankill, Dublin",
2012,Four plus bed,Terrace house,"Stillorgan, Dublin",
2012,Four plus bed,Terrace house,Dublin 2,
2012,Four plus bed,Terrace house,"Charlemont Street, Dublin 2",
2012,Four plus bed,Terrace house,Dublin 6,2027.26
2012,Four plus bed,Terrace house,"Milltown, Dublin 6",
2012,Four plus bed,Terrace house,"Ranelagh, Dublin 6",2197.26
2012,Four plus bed,Terrace house,Dublin 14,1799.87
2012,Four plus bed,Terrace house,"Churchtown, Dublin 14",
2012,Four plus bed,Terrace house,Dublin 16,
2012,Four plus bed,Terrace house,"Dundrum, Dublin 16",
2012,Four plus bed,Terrace house,Dublin 18,
2012,Four plus bed,Terrace house,"Cabinteely, Dublin 18",
2012,Four plus bed,Terrace house,"Carrickmines, Dublin 18",
2012,Four plus bed,Terrace house,"Leopardstown, Dublin 18",
2012,Four plus bed,Terrace house,"Sandyford, Dublin 18",
2012,Four plus bed,Apartment,Dublin,2030.85
2012,Four plus bed,Apartment,"Shankill, Dublin",
2012,Four plus bed,Apartment,"Stillorgan, Dublin",
2012,Four plus bed,Apartment,Dublin 2,
2012,Four plus bed,Apartment,"Charlemont Street, Dublin 2",
2012,Four plus bed,Apartment,Dublin 6,
2012,Four plus bed,Apartment,"Milltown, Dublin 6",
2012,Four plus bed,Apartment,"Ranelagh, Dublin 6",
2012,Four plus bed,Apartment,Dublin 14,
2012,Four plus bed,Apartment,"Churchtown, Dublin 14",
2012,Four plus bed,Apartment,Dublin 16,
2012,Four plus bed,Apartment,"Dundrum, Dublin 16",
2012,Four plus bed,Apartment,Dublin 18,
2012,Four plus bed,Apartment,"Cabinteely, Dublin 18",
2012,Four plus bed,Apartment,"Carrickmines, Dublin 18",
2012,Four plus bed,Apartment,"Leopardstown, Dublin 18",
2012,Four plus bed,Apartment,"Sandyford, Dublin 18",
2012,Four plus bed,Other flats,Dublin,1225.43
2012,Four plus bed,Other flats,"Shankill, Dublin",
2012,Four plus bed,Other flats,"Stillorgan, Dublin",
2012,Four plus bed,Other flats,Dublin 2,
2012,Four plus bed,Other flats,"Charlemont Street, Dublin 2",
2012,Four plus bed,Other flats,Dublin 6,1413.17
2012,Four plus bed,Other flats,"Milltown, Dublin 6",
2012,Four plus bed,Other flats,"Ranelagh, Dublin 6",
2012,Four plus bed,Other flats,Dublin 14,
2012,Four plus bed,Other flats,"Churchtown, Dublin 14",
2012,Four plus bed,Other flats,Dublin 16,
2012,Four plus bed,Other flats,"Dundrum, Dublin 16",
2012,Four plus bed,Other flats,Dublin 18,
2012,Four plus bed,Other flats,"Cabinteely, Dublin 18",
2012,Four plus bed,Other flats,"Carrickmines, Dublin 18",
2012,Four plus bed,Other flats,"Leopardstown, Dublin 18",
2012,Four plus bed,Other flats,"Sandyford, Dublin 18",
2013,All bedrooms,All property types,Dublin,1069.77
2013,All bedrooms,All property types,"Shankill, Dublin",1131.13
2013,All bedrooms,All property types,"Stillorgan, Dublin",1315.57
2013,All bedrooms,All property types,Dublin 2,1237.02
2013,All bedrooms,All property types,"Charlemont Street, Dublin 2",1295.2
2013,All bedrooms,All property types,Dublin 6,1017.02
2013,All bedrooms,All property types,"Milltown, Dublin 6",1407.75
2013,All bedrooms,All property types,"Ranelagh, Dublin 6",1086.0
2013,All bedrooms,All property types,Dublin 14,1326.1
2013,All bedrooms,All property types,"Churchtown, Dublin 14",1342.72
2013,All bedrooms,All property types,Dublin 16,1200.26
2013,All bedrooms,All property types,"Dundrum, Dublin 16",1257.17
2013,All bedrooms,All property types,Dublin 18,1245.17
2013,All bedrooms,All property types,"Cabinteely, Dublin 18",1193.46
2013,All bedrooms,All property types,"Carrickmines, Dublin 18",1257.56
2013,All bedrooms,All property types,"Leopardstown, Dublin 18",1295.08
2013,All bedrooms,All property types,"Sandyford, Dublin 18",1196.25
2013,All bedrooms,Detached house,Dublin,1536.32
2013,All bedrooms,Detached house,"Shankill, Dublin",
2013,All bedrooms,Detached house,"Stillorgan, Dublin",1646.32
2013,All bedrooms,Detached house,Dublin 2,
2013,All bedrooms,Detached house,"Charlemont Street, Dublin 2",
2013,All bedrooms,Detached house,Dublin 6,1664.34
2013,All bedrooms,Detached house,"Milltown, Dublin 6",
2013,All bedrooms,Detached house,"Ranelagh, Dublin 6",
2013,All bedrooms,Detached house,Dublin 14,1761.93
2013,All bedrooms,Detached house,"Churchtown, Dublin 14",
2013,All bedrooms,Detached house,Dublin 16,1476.8
2013,All bedrooms,Detached house,"Dundrum, Dublin 16",1580.0
2013,All bedrooms,Detached house,Dublin 18,1951.52
2013,All bedrooms,Detached house,"Cabinteely, Dublin 18",1775.76
2013,All bedrooms,Detached house,"Carrickmines, Dublin 18",
2013,All bedrooms,Detached house,"Leopardstown, Dublin 18",
2013,All bedrooms,Detached house,"Sandyford, Dublin 18",
2013,All bedrooms,Semi detached house,Dublin,1205.82
2013,All bedrooms,Semi detached house,"Shankill, Dublin",1269.47
2013,All bedrooms,Semi detached house,"Stillorgan, Dublin",1520.87
2013,All bedrooms,Semi detached house,Dublin 2,1511.52
2013,All bedrooms,Semi detached house,"Charlemont Street, Dublin 2",
2013,All bedrooms,Semi detached house,Dublin 6,1595.73
2013,All bedrooms,Semi detached house,"Milltown, Dublin 6",1761.77
2013,All bedrooms,Semi detached house,"Ranelagh, Dublin 6",1736.68
2013,All bedrooms,Semi detached house,Dublin 14,1577.07
2013,All bedrooms,Semi detached house,"Churchtown, Dublin 14",1531.97
2013,All bedrooms,Semi detached house,Dublin 16,1280.46
2013,All bedrooms,Semi detached house,"Dundrum, Dublin 16",1512.93
2013,All bedrooms,Semi detached house,Dublin 18,1419.12
2013,All bedrooms,Semi detached house,"Cabinteely, Dublin 18",1357.86
2013,All bedrooms,Semi detached house,"Carrickmines, Dublin 18",
2013,All bedrooms,Semi detached house,"Leopardstown, Dublin 18",1425.59
2013,All bedrooms,Semi detached house,"Sandyford, Dublin 18",1300.13
2013,All bedrooms,Terrace house,Dublin,1144.65
2013,All bedrooms,Terrace house,"Shankill, Dublin",1054.7
2013,All bedrooms,Terrace house,"Stillorgan, Dublin",1442.96
2013,All bedrooms,Terrace house,Dublin 2,1763.92
2013,All bedrooms,Terrace house,"Charlemont Street, Dublin 2",
2013,All bedrooms,Terrace house,Dublin 6,1459.44
2013,All bedrooms,Terrace house,"Milltown, Dublin 6",1433.81
2013,All bedrooms,Terrace house,"Ranelagh, Dublin 6",1626.68
2013,All bedrooms,Terrace house,Dublin 14,1371.6
2013,All bedrooms,Terrace house,"Churchtown, Dublin 14",1417.17
2013,All bedrooms,Terrace house,Dublin 16,1146.57
2013,All bedrooms,Terrace house,"Dundrum, Dublin 16",1262.08
2013,All bedrooms,Terrace house,Dublin 18,1375.2
2013,All bedrooms,Terrace house,"Cabinteely, Dublin 18",
2013,All bedrooms,Terrace house,"Carrickmines, Dublin 18",
2013,All bedrooms,Terrace house,"Leopardstown, Dublin 18",
2013,All bedrooms,Terrace house,"Sandyford, Dublin 18",1312.14
2013,All bedrooms,Apartment,Dublin,1068.52
2013,All bedrooms,Apartment,"Shankill, Dublin",1035.63
2013,All bedrooms,Apartment,"Stillorgan, Dublin",1214.86
2013,All bedrooms,Apartment,Dublin 2,1251.11
2013,All bedrooms,Apartment,"Charlemont Street, Dublin 2",1295.2
2013,All bedrooms,Apartment,Dublin 6,1124.98
2013,All bedrooms,Apartment,"Milltown, Dublin 6",1380.76
2013,All bedrooms,Apartment,"Ranelagh, Dublin 6",1162.63
2013,All bedrooms,Apartment,Dublin 14,1160.75
2013,All bedrooms,Apartment,"Churchtown, Dublin 14",1149.58
2013,All bedrooms,Apartment,Dublin 16,1145.02
2013,All bedrooms,Apartment,"Dundrum, Dublin 16",1205.61
2013,All bedrooms,Apartment,Dublin 18,1159.93
2013,All bedrooms,Apartment,"Cabinteely, Dublin 18",1098.06
2013,All bedrooms,Apartment,"Carrickmines, Dublin 18",1113.75
2013,All bedrooms,Apartment,"Leopardstown, Dublin 18",1226.32
2013,All bedrooms,Apartment,"Sandyford, Dublin 18",1182.67
2013,All bedrooms,Other flats,Dublin,658.23
2013,All bedrooms,Other flats,"Shankill, Dublin",
2013,All bedrooms,Other flats,"Stillorgan, Dublin",
2013,All bedrooms,Other flats,Dublin 2,878.47
2013,All bedrooms,Other flats,"Charlemont Street, Dublin 2",
2013,All bedrooms,Other flats,Dublin 6,678.83
2013,All bedrooms,Other flats,"Milltown, Dublin 6",
2013,All bedrooms,Other flats,"Ranelagh, Dublin 6",680.71
2013,All bedrooms,Other flats,Dublin 14,791.54
2013,All bedrooms,Other flats,"Churchtown, Dublin 14",
2013,All bedrooms,Other flats,Dublin 16,620.22
2013,All bedrooms,Other flats,"Dundrum, Dublin 16",
2013,All bedrooms,Other flats,Dublin 18,768.23
2013,All bedrooms,Other flats,"Cabinteely, Dublin 18",
2013,All bedrooms,Other flats,"Carrickmines, Dublin 18",
2013,All bedrooms,Other flats,"Leopardstown, Dublin 18",
2013,All bedrooms,Other flats,"Sandyford, Dublin 18",
2013,One bed,All property types,Dublin,767.51
2013,One bed,All property types,"Shankill, Dublin",
2013,One bed,All property types,"Stillorgan, Dublin",938.6
2013,One bed,All property types,Dublin 2,933.96
2013,One bed,All property types,"Charlemont Street, Dublin 2",
2013,One bed,All property types,Dublin 6,709.72
2013,One bed,All property types,"Milltown, Dublin 6",1085.49
2013,One bed,All property types,"Ranelagh, Dublin 6",750.75
2013,One bed,All property types,Dublin 14,902.73
2013,One bed,All property types,"Churchtown, Dublin 14",969.89
2013,One bed,All property types,Dublin 16,877.81
2013,One bed,All property types,"Dundrum, Dublin 16",970.11
2013,One bed,All property types,Dublin 18,947.35
2013,One bed,All property types,"Cabinteely, Dublin 18",880.57
2013,One bed,All property types,"Carrickmines, Dublin 18",879.75
2013,One bed,All property types,"Leopardstown, Dublin 18",1010.6
2013,One bed,All property types,"Sandyford, Dublin 18",959.75
2013,One bed,Detached house,Dublin,867.63
2013,One bed,Detached house,"Shankill, Dublin",
2013,One bed,Detached house,"Stillorgan, Dublin",
2013,One bed,Detached house,Dublin 2,
2013,One bed,Detached house,"Charlemont Street, Dublin 2",
2013,One bed,Detached house,Dublin 6,
2013,One bed,Detached house,"Milltown, Dublin 6",
2013,One bed,Detached house,"Ranelagh, Dublin 6",
2013,One bed,Detached house,Dublin 14,
2013,One bed,Detached house,"Churchtown, Dublin 14",
2013,One bed,Detached house,Dublin 16,
2013,One bed,Detached house,"Dundrum, Dublin 16",
2013,One bed,Detached house,Dublin 18,
2013,One bed,Detached house,"Cabinteely, Dublin 18",
2013,One bed,Detached house,"Carrickmines, Dublin 18",
2013,One bed,Detached house,"Leopardstown, Dublin 18",
2013,One bed,Detached house,"Sandyford, Dublin 18",
2013,One bed,Semi detached house,Dublin,792.14
2013,One bed,Semi detached house,"Shankill, Dublin",
2013,One bed,Semi detached house,"Stillorgan, Dublin",
2013,One bed,Semi detached house,Dublin 2,
2013,One bed,Semi detached house,"Charlemont Street, Dublin 2",
2013,One bed,Semi detached house,Dublin 6,728.44
2013,One bed,Semi detached house,"Milltown, Dublin 6",
2013,One bed,Semi detached house,"Ranelagh, Dublin 6",
2013,One bed,Semi detached house,Dublin 14,
2013,One bed,Semi detached house,"Churchtown, Dublin 14",
2013,One bed,Semi detached house,Dublin 16,
2013,One bed,Semi detached house,"Dundrum, Dublin 16",
2013,One bed,Semi detached house,Dublin 18,
2013,One bed,Semi detached house,"Cabinteely, Dublin 18",
2013,One bed,Semi detached house,"Carrickmines, Dublin 18",
2013,One bed,Semi detached house,"Leopardstown, Dublin 18",
2013,One bed,Semi detached house,"Sandyford, Dublin 18",
2013,One bed,Terrace house,Dublin,727.54
2013,One bed,Terrace house,"Shankill, Dublin",
2013,One bed,Terrace house,"Stillorgan, Dublin",
2013,One bed,Terrace house,Dublin 2,
2013,One bed,Terrace house,"Charlemont Street, Dublin 2",
2013,One bed,Terrace house,Dublin 6,693.33
